State,CITY,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03
KS,Davenport,0,0,0,0,238,459,591,1737,2738,4524,8524,14119,16542,15839,17734,17400,18435,18034,18832,19494,20101,22795,25354,28669,33653,35340,39600,38229,39609,38712,41670,43511,43036,44766,43741,46972,48174,43512,43512
KS,Dayton,0,0,12,341,584,697,2435,5502,9674,18281,27152,50169,83692,88548,104014,102518,107355,104396,109833,124408,147115,164035,164258,182147,229745,259384,291385,282350,292804,285559,301895,311495,311206,325706,317527,332281,334459,302092,302092
KS,Dodge City,0,0,0,4890,39620,56681,63416,68572,77469,99335,124383,152279,165934,154557,174389,171566,178512,173283,180411,189509,200656,217849,219455,237086,284000,294353,328599,318532,329530,321147,340634,353023,348727,362810,353213,368589,371907,335916,335916
KS,Ellsworth,0,0,0,0,52,81,380,677,897,4857,15485,28273,34810,33450,37580,36517,37869,36659,38062,38746,39181,42379,43139,48242,54582,55930,62383,60420,62511,60801,63940,67467,67673,71592,70276,73729,74586,67368,67368
KS,Emporia,0,0,42,1894,10509,13822,16847,23129,29581,36551,58683,94609,113397,111743,128618,126945,132813,129386,135475,142827,150920,166182,170201,193522,247086,273507,308157,298931,312746,309956,326144,333975,333432,350388,342762,360687,364374,329112,329112
KS,Eugene,0,0,0,0,20,130,155,184,317,592,1649,2980,3543,3453,3864,3779,3951,3840,3982,4230,4511,5106,5484,6752,7744,8131,9140,8836,9186,8989,9462,9997,10122,10628,10622,11279,11346,10248,10248
KS,Faribault,0,0,0,20,112,120,377,1174,1805,3546,8617,19631,28455,28890,32886,32034,33358,32354,33532,34899,38521,44273,45515,52956,65975,71215,80713,78309,81059,79162,84167,87026,86183,90423,88650,93366,94116,85008,85008
KS,Fayetteville,0,0,0,0,0,21,31,64,450,918,5970,11527,14436,14409,16409,15966,16548,16536,17335,18189,19922,23644,25905,29850,35705,38249,43177,41845,43526,42674,44707,45883,45615,47641,46410,48878,49321,44548,44548
KS,Fort Wayne,0,0,0,0,0,29,254,626,1260,2990,7392,15691,25491,29577,36400,36859,38541,37545,40147,45331,50308,57266,61221,76623,98072,108690,122457,118686,123654,121892,131269,137509,137362,144938,142376,153054,155651,140588,140588
KS,Garden City,0,0,3,1760,33504,46242,50483,56175,58982,81240,119242,160851,177673,166390,181131,161296,169049,174411,183009,189810,198563,218712,228247,253266,298284,311158,348733,338159,349836,341410,361982,375651,371379,387061,376733,396272,399094,360472,360472
KS,Goodland,0,0,0,29,171,210,266,504,712,4227,10593,15847,17687,17280,19334,18667,19882,19785,20638,21302,22463,24205,29283,35602,40591,41432,46588,45218,46927,45786,48049,50123,49625,51717,51139,54709,55149,49812,49812
KS,Great Bend,0,0,1,167,799,1468,2099,5147,11556,20208,37485,60446,74053,71238,80048,77957,81099,78614,81943,87089,96900,116352,124226,141196,165017,178808,200891,194712,201709,197239,207312,214043,213287,224804,220456,232191,234143,211484,211484
KS,Green Bay,0,0,0,0,96,283,645,1533,2785,5869,14897,28261,34966,33406,37831,37006,38408,37176,38912,41493,43575,47107,51924,60115,71384,74085,83019,80449,84583,83072,87760,90733,89895,94025,91617,96054,96565,87220,87220
KS,Greenwood,0,0,0,46,108,305,372,682,1233,2088,4817,10631,15790,15596,17231,16603,17348,17122,18291,21425,26881,29721,30405,35026,44910,49080,55167,53626,56011,54754,57718,59627,60218,63564,62289,65722,66340,59920,59920
KS,Haskell,0,0,0,57,460,670,1032,1512,2482,4687,6521,10080,11995,11340,12761,12533,12985,12564,12949,13861,14917,16717,18161,21521,25273,26723,29804,28846,29872,29109,30476,31306,31072,32588,31806,33877,34224,30912,30912
KS,Helena-West Helena,0,0,0,20,48,69,918,1489,2486,4964,9673,16298,19377,19063,21980,21362,22123,21414,22134,22749,23032,26164,28626,32309,36557,37482,42112,40773,42115,40947,43067,45560,45827,47996,47197,50622,51677,46676,46676
KS,Hendersonville,0,0,6,73,164,275,1556,3287,4990,7854,17083,33982,51108,56865,64765,63760,67386,66332,70368,74835,84163,97761,101435,118059,145152,154758,175060,170866,177553,173784,182319,187738,185902,194862,190705,201471,203391,183708,183708
KS,Hobart,0,0,0,8,60,88,133,248,554,1386,2682,4017,6909,7322,8078,7130,7389,7119,7343,7876,8758,10860,12248,13891,16857,18412,20693,19994,20687,20492,21391,21702,21357,22257,21793,23017,23405,21140,21140
KS,Holland,0,0,5,85,124,127,603,1131,1481,2951,5244,10534,14743,15209,16989,16481,17081,16665,17513,18875,19778,21885,23734,27226,31107,32832,37116,36177,37539,36579,38590,39970,40330,42580,41677,43874,44299,40012,40012
KS,Hominy,0,0,8,118,190,294,842,1529,2610,4376,10203,21075,30355,32176,37149,36561,38706,37928,40166,44864,52812,60340,63581,75221,98974,107476,120645,117156,122269,120458,127886,132226,131503,138246,136417,145118,146816,132608,132608
KS,Hutchinson,0,0,43,440,1502,1768,4546,14046,28610,52120,109036,192470,234675,229437,258066,252288,264475,257463,268405,282217,303837,341477,357976,413892,484927,510898,573866,557246,577761,564929,603910,630588,626557,658799,647414,682488,689254,622552,622552
KS,Imperial,0,0,0,14,83,102,167,1461,2342,2752,3974,5728,6863,6629,7695,7579,8351,8295,8752,9100,9303,10598,11636,13781,17061,18614,20897,20253,20890,20408,21470,22543,22301,23385,22779,24056,24335,21980,21980
KS,Indianapolis,0,0,0,115,201,235,865,1832,2538,4198,10116,17115,25949,27879,32172,31732,34301,33491,34841,36307,40124,48157,54007,64383,83274,91387,102856,99724,103534,101733,106988,110742,109725,115476,113224,120480,121861,110068,110068
KS,Iron Mountain,0,0,0,22,72,183,695,1581,3302,8309,17022,29954,44957,46574,52682,51714,54779,54028,58581,64870,73914,86761,91180,104568,123675,131735,148487,144031,149276,146506,155784,162743,163471,171688,167790,177656,179893,162484,162484
KS,Jamestown,0,0,1,88,124,120,148,199,418,765,1525,3761,6655,6938,8139,7963,8277,8083,8843,9861,11948,15030,16067,18672,22224,23120,26014,25278,26188,25541,27019,27772,27591,29220,28847,30265,30411,27468,27468
KS,Jetmore,0,0,0,0,19,201,303,363,521,975,3165,4734,5239,5336,6422,6315,6576,6392,6582,6741,6734,7129,7459,8618,10828,11372,12695,12344,12741,12505,13115,13845,13946,14539,14321,15077,15221,13748,13748
KS,Junction City,0,0,0,218,481,840,4008,6958,11153,15593,22233,43621,72054,81064,96245,97583,105862,106544,117771,126802,133553,145134,147008,160955,215730,251483,284961,276460,287395,282314,300115,315124,318048,333957,327059,344276,347293,313684,313684
KS,Kansas City,0,0,468,11070,35979,56255,109462,171268,205567,253300,315587,446141,566804,560523,644576,639935,677924,667287,711895,785861,845059,918005,922690,1021719,1311811,1392313,1567710,1522780,1589588,1562308,1653337,1704693,1685225,1760111,1716709,1795180,1807486,1632568,1632568
KS,Kingman,0,0,0,0,0,0,126,803,1978,3701,7622,14993,19037,19916,22682,22434,23645,23228,24381,26369,28898,34383,37450,43029,51936,53886,60631,58832,60975,59875,63570,65102,64421,68142,66718,69791,70246,63448,63448
KS,Lakin,0,0,0,102,1047,1387,1567,1999,2483,3960,7611,13968,16373,15487,17384,16944,17688,17204,17846,18680,19947,22629,25018,29834,34222,34309,38266,37045,38343,37438,39499,40816,40265,41827,40590,42225,42315,38220,38220
KS,Larned,0,0,0,0,0,75,173,1978,8970,12740,16007,26378,32946,31530,35364,34548,36225,35230,36604,36841,37457,44115,46098,49994,55798,58306,65661,63557,66421,65360,69803,72029,71239,75187,73559,78355,79236,71568,71568
KS,Las Vegas,0,0,0,8,623,999,1134,1412,1475,1908,2881,5265,6634,6562,7603,7465,7817,7511,7788,8137,9102,9939,10284,11322,13393,13605,15380,15099,15624,15176,15951,16295,16175,16886,16517,17369,17608,15904,15904
KS,Lawton,0,0,0,0,13,60,88,221,298,537,1162,3728,4727,4327,4998,5010,5229,5108,5341,5859,6075,7641,9565,10819,12264,12231,13627,13170,13647,13286,13963,14111,13972,14959,14546,16384,16833,15204,15204
KS,Leavenworth,0,0,137,3317,28406,33530,39607,48362,57280,76690,95806,138387,175589,183465,214750,213653,224187,218629,234091,264866,287544,315587,322515,363938,465649,526795,597455,580817,608415,602052,644069,669937,666262,703541,691192,726713,733615,662620,662620
KS,Liberal,0,0,0,3127,22807,27879,33843,39077,45620,59553,75439,102683,113762,107239,119454,115321,119875,116117,120708,124990,128701,141149,144511,162518,195242,192964,214253,207278,214401,208364,220768,230670,230507,240416,234249,245076,246605,222740,222740
KS,Louisville,0,0,6,157,518,702,1231,2870,4749,7595,15302,29385,43006,44224,50727,50729,53611,52548,55589,60780,69198,78644,80705,94545,120857,130638,147104,143083,149850,147020,156343,161476,159926,167372,164000,172445,173941,157108,157108
KS,Mandan,0,0,0,44,117,185,233,297,382,1077,3062,5804,6749,6893,7890,7628,8110,8068,8436,8664,8978,10712,12765,14546,16968,17241,19268,18600,19280,18804,19802,20220,19888,20775,20249,21707,22072,19936,19936
KS,Manhattan,0,0,11,769,1820,3105,10833,17264,41391,62549,86413,133452,170587,170710,188363,176173,187939,186937,201110,214506,220951,238288,239946,262565,326493,365348,416148,406172,425219,417330,442650,457832,457448,479804,469038,494472,498852,450576,450576
KS,Mankato,0,0,0,80,124,120,161,390,447,690,1353,3832,5531,5404,6279,6264,6545,6445,6693,6770,8058,11823,15276,18995,21329,21712,24341,23573,24460,23839,25296,26431,26287,27654,26936,28406,29016,26208,26208
KS,Marion,0,0,0,11,391,694,1921,3232,5402,11448,18184,26812,28915,26878,29695,28131,29258,28448,29685,31496,32749,37092,41049,47761,57926,60845,68203,66069,68379,66616,70931,75456,77807,81992,79695,84252,85188,76944,76944
KS,Marshalltown,0,0,0,0,0,7,158,372,573,1869,9268,23163,29061,29494,33291,32384,34077,34038,35925,38670,40727,44181,47915,59037,68481,70434,78884,76556,79424,77431,81115,83439,82790,86748,84850,89471,90489,81732,81732
KS,McPherson,0,0,11,433,796,1264,3129,5095,7130,10312,28672,61954,84274,85362,97948,96868,101583,99677,104259,109542,117997,134170,142059,161320,197279,213453,241102,234187,243390,238889,253246,263254,262066,276350,270767,285792,288672,260736,260736
KS,Medicine Lodge,0,0,0,24,31,30,86,124,148,1023,4369,7412,10233,10208,11398,11123,11594,11220,11667,12346,12977,14996,16310,20286,25340,28530,32181,31174,32372,31561,33025,34220,33738,35353,34629,37076,37541,33908,33908
KS,Middletown,0,0,41,312,684,1350,3740,10351,23012,38935,73603,135215,193059,196948,225830,223073,234107,228884,239888,261087,291221,330986,341562,382950,483569,518640,585651,569674,592228,581463,615003,633402,628187,658981,644012,678043,686185,619780,619780
KS,Moorhead,0,0,0,63,138,176,368,738,1269,2160,8560,16792,22373,22547,24861,23776,24856,24198,25760,27904,31988,37269,38660,42763,50984,54309,60974,59131,61521,60356,63916,66791,66602,69775,68104,73372,74865,67620,67620
KS,Ness City,0,0,0,0,14,116,141,356,1678,3829,6325,9786,10242,10084,11383,11088,11521,11160,11581,12274,13429,14967,15354,17509,21043,21697,24190,23400,24180,23519,24682,24971,24734,25806,25559,27223,27373,24724,24724
KS,Newton,0,0,5,131,345,547,2972,7295,9849,14866,39196,68632,95646,93262,107733,107187,113131,110866,116009,122394,132748,151203,159773,185935,236517,261750,296251,287815,298803,293527,313407,328363,328803,345053,337549,355206,359073,324324,324324
KS,North Platte,0,0,0,0,0,2,107,196,337,554,1330,4705,7284,7061,7945,7820,8172,7960,8268,8740,8770,10436,11507,13244,16117,17074,19231,18634,19313,18781,19834,20232,20086,20978,20580,22227,22475,20300,20300
KS,Norton,0,0,0,0,60,83,501,695,812,8855,29247,36295,37054,33862,37568,36134,37377,36252,38065,39156,39258,42980,45653,50665,56343,59548,66587,64548,66748,64711,67215,69695,69597,72963,71104,74703,75175,67900,67900
KS,Omaha,0,0,151,1226,1828,2724,14179,27350,57044,82798,115801,174590,229351,235802,264330,260112,275098,268432,282304,307351,331919,369507,376356,423113,592738,676464,769245,761222,835037,838593,904190,941750,938773,986664,968309,1021460,1031463,931644,931644
KS,Osborne,0,0,0,55,62,60,89,124,180,633,1715,4250,7752,8316,9153,8664,8990,8722,9139,9422,10400,12265,14011,16999,20466,21698,24542,24006,24915,24376,25818,27038,27100,28380,28727,30618,31000,28000,28000
KS,Overland Park,0,0,812,9670,20141,35279,105299,202342,295156,415159,647345,1029145,1393391,1462987,1713613,1709435,1816685,1785124,1896112,2059028,2175448,2376828,2408924,2715299,3582385,3965476,4485582,4373713,4616498,4601505,4919739,5079882,5010072,5229539,5112000,5357391,5404168,4881184,4881184
KS,Pampa,0,0,0,22,403,703,1186,2407,3184,5052,9646,14928,17059,16427,18336,16799,17511,17255,19129,20334,21555,25489,27542,29624,33331,33944,38123,36962,38302,37245,38692,39635,39250,40803,39857,42134,42904,38752,38752
KS,Paris,0,0,19,165,201,303,1295,2324,4224,8278,12435,23155,34671,35090,40253,41208,43909,42945,47484,59628,67353,74647,76814,86701,110889,120743,135793,131459,136100,133338,145124,152840,153034,160609,157358,167077,168578,152264,152264
KS,Parsippany,0,0,26,68,104,150,180,433,844,1678,4037,9518,14690,15703,17714,17236,18171,17722,18872,20610,21648,23526,24153,28842,37000,41306,46451,45107,46896,45805,48437,49638,50091,52327,50813,53518,53940,48720,48720
KS,Parsons,0,0,1,457,682,960,2572,4673,6480,10024,19098,41810,69937,70909,82533,81712,85031,82839,88250,97989,101820,107770,112967,130248,161680,180351,204646,198114,205634,201006,214226,219997,219426,232833,227691,238941,240901,217588,217588
KS,Phenix City,0,0,0,0,0,0,106,567,1713,4621,11228,20430,23994,23014,26308,25676,26618,25838,27106,28015,29240,33492,37302,43640,50763,51784,58064,56355,58366,56800,59142,60530,60177,63244,62599,65746,66092,59696,59696
KS,Plainville,0,0,0,86,207,212,329,616,1532,4142,7679,13146,17864,17320,20089,19640,20322,19743,20462,20801,21805,23970,24716,29292,34863,37075,42325,41067,42750,41822,43616,44904,45577,47711,46719,48773,48980,44240,44240
KS,Pratt,0,0,0,30,34,126,651,1119,1795,3235,11102,18857,23093,22279,25064,24378,25259,24450,25516,28203,32580,36864,39389,44109,51261,52860,59643,57710,46352,58680,62039,63575,62634,65297,63659,68116,69223,62524,62524
KS,Quinter,0,0,5,30,31,30,65,174,655,3419,7610,9870,10882,10488,11917,11555,11966,11610,12071,12179,12755,14336,15410,18610,21089,21790,24335,23566,24464,24336,25570,26411,26179,27507,26857,28182,28458,25704,25704
KS,Rushville,0,0,0,0,0,2,107,372,1258,2776,4910,10079,11919,11845,13244,12921,13375,13012,13510,13972,14339,15492,16119,18072,21243,22367,25016,24205,25063,24477,25566,26240,26076,27498,26943,28231,28520,25760,25760
KS,Safford,0,0,0,0,0,0,229,561,821,1422,3204,5854,7017,6919,7776,7914,8215,7950,8253,8531,8822,9873,9924,11425,13824,15336,17521,16971,17735,17494,18474,19061,18869,19981,20835,22851,23126,20888,20888
KS,Salina,0,0,2,372,795,1371,6974,12471,18055,29635,52417,106215,158570,163233,186880,184199,194213,189535,200277,216245,228728,254415,265721,298876,361528,387826,436748,423405,439001,429605,456922,476754,476669,499350,487463,512337,517607,467516,467516
KS,Sharon Springs,0,0,0,0,0,0,0,11,402,948,3464,4702,5166,4763,5391,5278,5545,5370,5606,6129,6222,7132,8463,10383,11606,11852,13516,13126,13573,13180,13876,14271,13975,14632,14206,14861,15004,13552,13552
KS,Shawnee,0,0,6,169,654,1257,2896,3829,6093,10559,16580,26541,41334,46213,55587,56053,58968,59041,64036,71797,78047,85108,89777,105760,139015,155980,177178,172158,179365,176846,188206,195319,195741,205535,202353,213663,215884,194992,194992
KS,Sheridan,0,0,0,17,62,76,194,221,383,3239,8009,10867,12575,11878,13338,12960,13448,13104,13583,13838,13812,15035,15953,18383,21320,21770,24365,23571,24376,23857,24876,25362,25523,26767,26047,27475,27776,25088,25088
KS,Sidney,0,0,0,3,62,60,62,134,807,3001,5379,7494,9911,9623,11032,10803,11274,11094,11535,11794,12130,13199,13745,15404,17905,18336,20434,19616,20234,19804,20615,20962,20664,21530,21191,22339,22444,20272,20272
KS,St. Marys,0,0,0,0,0,5,31,31,77,382,1013,2442,4391,4664,5514,5359,5553,5417,5695,6241,7138,8601,9836,11760,13946,15677,17654,17079,17701,17242,18214,18996,18778,19717,19460,20712,21018,18984,18984
KS,Stanton,0,0,0,58,232,279,445,1152,1504,2576,3703,4812,5170,5042,5704,5520,5724,5577,5843,6574,7349,8456,9091,10286,11820,12006,13320,12794,13210,12895,13624,13826,13828,14508,14370,15731,16027,14476,14476
KS,Sterling,0,0,0,0,0,7,48,62,249,2021,5544,8039,8745,8128,9092,8738,8963,8730,9448,9716,10184,12375,14324,17714,21977,23194,26036,25220,26184,25720,27236,27940,27414,29202,28563,30629,31248,28224,28224
KS,Sturgis,0,0,0,16,642,900,1060,1827,2914,4790,7243,10972,13647,13571,15457,15186,15952,15477,15913,16413,17109,20307,21973,24387,31187,33618,37775,36607,37834,36838,38532,39166,38871,40806,39701,41467,41757,37716,37716
KS,Suncrest,0,0,3,100,648,891,1132,1450,2717,5653,9695,13670,15812,15164,16988,16724,17302,16789,17461,18694,20618,22902,27765,32051,38272,40393,45247,43878,45408,44715,49456,51359,51263,54034,52952,55904,56792,51296,51296
KS,Thomasville,0,0,0,0,0,123,625,1331,2681,7275,16502,25884,30801,30193,33902,32787,34036,33008,34580,35875,37494,41483,45359,54990,62822,65557,73599,71306,74302,74114,79189,82829,82435,86494,85224,90160,91326,82488,82488
KS,Topeka,0,0,60,2215,6162,13810,32946,54842,75325,99999,170109,304878,425624,444805,514958,514773,542497,529958,558999,621940,703788,780595,794387,906943,1187156,1319328,1487737,1446694,1514986,1495809,1603989,1679431,1672981,1749355,1719405,1818056,1839881,1661828,1661828
KS,Tribune,0,0,0,0,0,0,44,118,178,806,2122,2775,3072,2856,3174,3120,3224,3120,3224,3523,3740,4551,5232,6971,8499,9280,10309,9930,10266,9981,10488,11214,11125,11740,11544,12044,12090,10920,10920
KS,Troy,0,0,0,99,183,414,2215,4952,9377,15107,23712,43117,68449,71745,82331,81139,85531,83640,89593,98435,113958,131910,134894,154972,196349,211785,238948,232857,244255,242361,258319,267159,265916,280508,274813,288148,290687,262556,262556
